1;80;80;2;192;BerTypes.RANDOM;0;78;2.108243703842163;114
1;80;80;2;192;BerTypes.RANDOM;1;63;1.458681344985962;76
1;80;80;2;192;BerTypes.RANDOM;2;64;1.2486481666564941;69
1;80;80;2;192;BerTypes.RANDOM;3;39;1.423631191253662;53
1;80;80;2;128;BerTypes.BURSTY;0;5;0.18840742111206055;10
1;80;80;2;128;BerTypes.BURSTY;1;20;0.4400322437286377;25
1;80;80;2;128;BerTypes.BURSTY;2;6;0.3801133632659912;20
1;80;80;2;128;BerTypes.BURSTY;3;5;0.32164430618286133;16
1;80;80;3;288;BerTypes.RANDOM;0;49;1.486379861831665;64
1;80;80;3;288;BerTypes.RANDOM;1;54;1.682401180267334;85
1;80;80;3;288;BerTypes.RANDOM;2;104;2.102937698364258;105
1;80;80;3;288;BerTypes.RANDOM;3;68;1.2866315841674805;64
1;80;80;3;192;BerTypes.BURSTY;0;11;0.6548607349395752;21
1;80;80;3;192;BerTypes.BURSTY;1;6;0.6004219055175781;25
1;80;80;3;192;BerTypes.BURSTY;2;12;0.5716903209686279;22
1;80;80;3;192;BerTypes.BURSTY;3;11;0.421405553817749;14
1;80;81;2;194;BerTypes.RANDOM;0;63;1.2758419513702393;56
1;80;81;2;194;BerTypes.RANDOM;1;41;1.1324396133422852;56
1;80;81;2;194;BerTypes.RANDOM;2;30;0.9925196170806885;50
1;80;80;2;192;BerTypes.RANDOM;0;47;0.8684694766998291;48
1;80;80;2;192;BerTypes.RANDOM;1;42;1.0435914993286133;52
1;80;80;2;192;BerTypes.RANDOM;2;56;1.4586737155914307;78
1;80;80;2;192;BerTypes.RANDOM;3;67;1.1600701808929443;66
1;80;80;2;128;BerTypes.BURSTY;0;2;0.2681114673614502;16
1;80;80;2;128;BerTypes.BURSTY;1;5;0.5586180686950684;32
1;80;80;2;128;BerTypes.BURSTY;2;16;0.4772927761077881;26
1;80;80;2;128;BerTypes.BURSTY;3;13;0.4643392562866211;26
1;80;80;2;192;BerTypes.RANDOM;0;69;1.6053409576416016;90
1;80;80;2;192;BerTypes.RANDOM;1;64;1.5141549110412598;89
1;80;80;2;192;BerTypes.RANDOM;0;53;1.7192413806915283;87
1;80;80;2;192;BerTypes.RANDOM;0;52;1.0260839462280273;57
1;80;80;2;192;BerTypes.RANDOM;0;77;1.6074855327606201;88
1;80;80;2;192;BerTypes.RANDOM;0;94;1.3835155963897705;74
1;80;80;2;192;BerTypes.RANDOM;1;69;1.29487943649292;76
1;80;80;2;192;BerTypes.RANDOM;2;61;1.118847131729126;64
1;80;80;2;192;BerTypes.RANDOM;3;39;1.1334991455078125;61
1;80;80;2;192;BerTypes.RANDOM;0;61;1.480360746383667;79
1;80;80;2;192;BerTypes.RANDOM;0;66;1.6901187896728516;83
1;80;80;2;192;BerTypes.RANDOM;1;35;1.03477144241333;57
1;80;80;2;192;BerTypes.RANDOM;0;55;2.0908782482147217;72
1;80;80;2;192;BerTypes.RANDOM;0;64;1.9749600887298584;76
1;80;80;2;192;BerTypes.RANDOM;1;66;1.7457635402679443;81
